Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/02/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,"1,452",0.94,116,0,15,131,
11/02/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,"1,513",1.01,97,0,10,107,
11/02/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,"1,500",1.02,114,0,16,130,
11/02/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,"1,609",1.11,121,0,13,134,
11/02/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,"1,597",1.08,109,0,12,121,
11/02/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,"1,525",1.05,115,,,124,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,11,"1,524",1.04,125,,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,55,"1,589",1.08,138,21,,181,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,53,"1,511",1.04,143,31,,168,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,43,"1,539",1.1,119,18,0,144,
11/02/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,31,"1,476",1.01,109,,0,132,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,35,"1,491",1.07,108,15,,129,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/09/2020,05/09/2020,By week,Tennessee,Week-ending,48,"1,485",1.08,101,13,0,136,
11/02/2020,05/16/2020,05/16/2020,By week,Tennessee,Week-ending,57,"1,543",1.12,108,22,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/23/2020,05/23/2020,By week,Tennessee,Week-ending,32,"1,556",1.13,106,11,0,127,
11/02/2020,05/30/2020,05/30/2020,By week,Tennessee,Week-ending,45,"1,461",1.06,108,16,0,137,
11/02/2020,06/06/2020,06/06/2020,By week,Tennessee,Week-ending,37,"1,481",1.05,102,13,0,126,
11/02/2020,06/13/2020,06/13/2020,By week,Tennessee,Week-ending,35,"1,495",1.11,98,12,,122,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/20/2020,06/20/2020,By week,Tennessee,Week-ending,59,"1,559",1.14,99,19,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/27/2020,06/27/2020,By week,Tennessee,Week-ending,62,"1,558",1.18,112,22,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,Tennessee,Week-ending,75,"1,528",1.09,97,23,0,149,
11/02/2020,07/11/2020,07/11/2020,By week,Tennessee,Week-ending,106,"1,622",1.19,152,58,0,200,
11/02/2020,07/18/2020,07/18/2020,By week,Tennessee,Week-ending,118,"1,640",1.21,143,62,,200,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/25/2020,07/25/2020,By week,Tennessee,Week-ending,154,"1,702",1.25,176,73,,258,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/01/2020,08/01/2020,By week,Tennessee,Week-ending,170,"1,699",1.22,179,96,0,253,
11/02/2020,08/08/2020,08/08/2020,By week,Tennessee,Week-ending,176,"1,697",1.27,173,89,,261,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/15/2020,08/15/2020,By week,Tennessee,Week-ending,175,"1,659",1.28,183,96,0,262,
11/02/2020,08/22/2020,08/22/2020,By week,Tennessee,Week-ending,138,"1,675",1.24,167,66,0,239,
11/02/2020,08/29/2020,08/29/2020,By week,Tennessee,Week-ending,177,"1,696",1.26,189,91,0,275,
11/02/2020,09/05/2020,09/05/2020,By week,Tennessee,Week-ending,148,"1,597",1.16,150,70,0,228,
11/02/2020,09/12/2020,09/12/2020,By week,Tennessee,Week-ending,178,"1,695",1.22,185,97,0,266,
11/02/2020,09/19/2020,09/19/2020,By week,Tennessee,Week-ending,149,"1,583",1.17,179,89,,240,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/26/2020,09/26/2020,By week,Tennessee,Week-ending,157,"1,696",1.24,198,96,0,259,
11/02/2020,10/03/2020,10/03/2020,By week,Tennessee,Week-ending,119,"1,653",1.2,150,68,0,201,
11/02/2020,10/10/2020,10/10/2020,By week,Tennessee,Week-ending,157,"1,627",1.2,161,91,,228,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/17/2020,10/17/2020,By week,Tennessee,Week-ending,180,"1,492",1.08,161,90,,252,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/24/2020,10/24/2020,By week,Tennessee,Week-ending,105,995,0.69,110,47,0,168,
11/02/2020,10/31/2020,10/31/2020,By week,Tennessee,Week-ending,12,248,0.18,17,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,"4,172",0.97,276,0,30,306,
11/02/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,"4,318",1.01,285,0,37,322,
11/02/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,"4,342",1.03,300,0,45,345,
11/02/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,"4,216",1.02,282,0,35,317,
11/02/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,,"4,143",1.02,302,0,39,342,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,,"4,169",0.99,277,0,40,318,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,"4,168",1.03,310,0,34,344,
11/02/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,,"4,246",1.06,332,,23,360,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,44,"4,255",1.09,347,14,17,392,
11/02/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,130,"4,184",1.1,371,50,,457,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,205,"4,263",1.1,409,79,,539,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,237,"4,287",1.12,416,114,,542,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,243,"4,459",1.17,343,96,,497,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,236,"4,260",1.12,368,103,,508,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/09/2020,05/09/2020,By week,Texas,Week-ending,228,"4,275",1.15,357,104,,483,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/16/2020,05/16/2020,By week,Texas,Week-ending,252,"4,276",1.14,365,112,,506,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/23/2020,05/23/2020,By week,Texas,Week-ending,172,"4,248",1.15,346,81,,441,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/30/2020,05/30/2020,By week,Texas,Week-ending,217,"4,145",1.11,350,113,,458,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/06/2020,06/06/2020,By week,Texas,Week-ending,181,"4,227",1.12,312,75,,419,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/13/2020,06/13/2020,By week,Texas,Week-ending,225,"4,386",1.19,317,94,,448,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/20/2020,06/20/2020,By week,Texas,Week-ending,304,"4,498",1.21,397,142,,559,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/27/2020,06/27/2020,By week,Texas,Week-ending,440,"4,559",1.24,415,174,,683,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,Texas,Week-ending,804,"5,016",1.37,589,372,0,"1,021",
11/02/2020,07/11/2020,07/11/2020,By week,Texas,Week-ending,"1,266","5,740",1.58,933,673,,"1,530",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/18/2020,07/18/2020,By week,Texas,Week-ending,"1,738","6,227",1.71,"1,166",913,,"1,992",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/25/2020,07/25/2020,By week,Texas,Week-ending,"1,864","6,266",1.7,"1,178",924,,"2,118",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/01/2020,08/01/2020,By week,Texas,Week-ending,"1,708","5,899",1.57,"1,162",910,,"1,961",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/08/2020,08/08/2020,By week,Texas,Week-ending,"1,471","5,653",1.53,989,761,,"1,701",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/15/2020,08/15/2020,By week,Texas,Week-ending,"1,344","5,711",1.56,972,735,,"1,583",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/22/2020,08/22/2020,By week,Texas,Week-ending,983,"4,967",1.33,764,546,,"1,201",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/29/2020,08/29/2020,By week,Texas,Week-ending,817,"5,036",1.39,709,476,,"1,051",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/05/2020,09/05/2020,By week,Texas,Week-ending,654,"4,808",1.31,564,350,0,868,
11/02/2020,09/12/2020,09/12/2020,By week,Texas,Week-ending,530,"4,498",1.22,488,285,,734,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/19/2020,09/19/2020,By week,Texas,Week-ending,462,"4,380",1.21,456,241,0,677,
11/02/2020,09/26/2020,09/26/2020,By week,Texas,Week-ending,413,"4,136",1.12,433,225,,622,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/03/2020,10/03/2020,By week,Texas,Week-ending,258,"3,836",1.01,348,152,,456,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/10/2020,10/10/2020,By week,Texas,Week-ending,294,"3,768",0.99,350,166,,479,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/17/2020,10/17/2020,By week,Texas,Week-ending,220,"3,034",0.79,287,122,,386,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/24/2020,10/24/2020,By week,Texas,Week-ending,99,"1,873",0.49,141,54,0,186,
11/02/2020,10/31/2020,10/31/2020,By week,Texas,Week-ending,10,275,0.07,13,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,362,0.98,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,313,0.81,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,411,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,366,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,395,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,403,1,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,405,1.09,22,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.08,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,394,1.12,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,408,1.14,33,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,382,1.01,16,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,387,1.02,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,16,404,1.14,19,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,12,379,1.06,13,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/09/2020,05/09/2020,By week,Utah,Week-ending,18,371,1.02,21,11,0,28,
